frequency,monetary,recency
2,608.7900000000001,108
1,922.1,262
3,6116.92,595
3,939.66,178
2,880.13,168
1,71.66,34
7,1560.96,22
4,839.14,16
15,11122.300000000001,20
1,320.0,533
1,246.54,576
1,200.43,652
2,854.15,393
6,1876.23,78
1,90.6,64
4,548.76,359
6,2427.32,1
4,745.06,10
3,674.45,175
14,12823.521,216
12,6640.68,6
2,439.92,0
3,545.17,153
5,1026.42,4
3,458.25,416
8,4709.2300000000005,378
6,1076.18,78
2,230.22,20
1,538.4,391
3,362.8,20
17,3011.87,307
2,438.9,386
3,996.61,475
1,390.86,434
2,166.3,144
1,123.66,422
35,13365.87,6
2,846.55,385
14,4667.57,17
2,190.25,69
1,264.7,286
2,677.72,48
12,5358.84,30
4,1192.36,205
1,519.8100000000001,410
2,196.79000000000002,13
7,3416.23,72
5,799.92,59
1,331.14,414
9,4445.59,38
21,7108.45,28
12,2048.6,25
22,10020.86,3
1,320.46,16
2,682.54,378
8,4757.8,18
5,2026.06,64
1,311.3,212
6,855.97,11
3,219.5,29
19,6775.71,41
6,2313.14,2
14,3902.01,14
2,895.76,385
3,382.31,518
3,566.7,445
29,9502.26,9
5,2046.3400000000001,210
9,4530.09,44
2,529.73,133
1,209.41,731
11,6258.45,42
5,2874.72,8
7,2196.67,114
1,79.48,511
1,509.04,431
3,1099.91,197
2,445.15,564
2,457.82,479
1,328.8,276
5,1084.57,109
3,1948.21,76
1,917.34,51
11,11403.41,160
1,229.75,570
1,367.15000000000003,644
3,1421.61,45
4,1249.01,15
7,1716.58,154
2,792.15,224
2,584.07,6
3,645.74,120
8,4057.9,463
2,713.11,469
1,104.82,59
3,10396.5,549
2,467.66,62
20,8262.29,17
44,40999.17,6
16,4850.2699999999995,1
1,109.44,554
3,651.8199999999999,21
9,2856.72,27
1,626.65,283
6,836.95,175
5,3069.88,77
2,267.28000000000003,32
35,12645.57,39
1,141.41,265
1,431.98,724
2,304.25,490
10,3123.1,25
16,11313.029999999999,108
1,154.99,283
14,4255.03,7
3,748.69,304
13,13239.03,15
2,746.36,30
37,22434.0,-1
2,480.81,18
4,572.3,123
1,92.46,64
3,1520.96,105
23,8214.65,0
22,8408.84,22
2,469.19,461
1,183.6,265
30,9519.08,3
3,917.4300000000001,506
24,25604.2,8
9,22710.2,437
15,3332.42,28
3,891.02,388
1,152.55,265
2,374.7,62
4,1528.3700000000001,319
2,230.06,513
1,326.55,683
8,1438.82,2
1,390.85,665
1,151.04,31
1,219.39999999999998,622
6,1734.87,3
1,122.47,128
6,615.0799999999999,39
9,1692.6299999999999,100
2,618.73,123
6,1115.68,31
10,5370.1,301
2,413.36,363
11,1407.26,3
1,150.5,511
33,10104.97,1
1,39.95,461
3,846.22,1
16,64036.8,9
1,161.0,55
1,76.32000000000001,323
2,9530.08,653
24,7229.45,6
1,442.85,11
1,335.22,438
1,2.95,721
17,65164.79,3
2,422.85999999999996,480
1,147.35,35
20,5765.71,15
1,194.9,136
13,9961.93,72
5,1360.28,4
1,0.0,664
5,771.5799999999999,153
5,5988.83,238
1,214.79999999999998,736
11,4877.3,50
4,1044.96,29
1,144.2,71
32,12987.95,2
4,692.85,13
13,5834.59,21
16,7092.610000000001,2
7,1364.09,272
2,622.6700000000001,500
5,1382.74,18
1,90.0,142
1,458.45,427
2,183.37,374
4,2780.15,2
3,362.42,405
1,436.18,732
1,419.58000000000004,83
3,2740.43,9
4,1172.46,6
6,1900.0800000000002,121
3,924.21,59
8,2591.34,0
4,1882.67,318
1,187.87,647
11,3586.0299999999997,1
4,911.14,128
15,11123.35,381
24,9643.92,0
5,1570.81,399
1,332.7,694
2,982.3800000000001,0
4,1086.8,45
2,935.05,2
4,915.13,1
2,983.15,372
1,115.8,132
1,30.599999999999998,485
7,7600.05,45
12,9450.3,7
8,2590.2,77
2,466.29,232
1,446.62,219
2,658.64,34
2,679.45,672
7,1997.3400000000001,74
1,233.4,482
8,6460.7,238
1,118.75,265
155,313946.37,8
5,1002.78,18
1,507.66,39
20,7938.01,18
7,8421.47,609
7,3318.88,214
2,289.36,172
5,2594.62,86
2,1631.77,69
1,122.53999999999999,274
2,256.85,504
8,1296.49,38
2,370.45,419
2,624.4300000000001,429
3,597.33,374
2,498.79,97
3,402.72,604
6,586.0,9
1,134.46,32
8,7678.88,58
5,916.01,296
13,2229.34,85
7,1620.93,7
2,719.78,39
33,6319.25,9
2,310.55,409
4,678.77,442
2,286.29,410
1,452.89,65
1,197.65,330
5,1550.63,426
1,123.5,472
6,2054.36,29
16,5814.39,1
1,79.9,665
15,4817.66,0
1,293.74,387
3,1210.19,66
35,18670.59,3
6,2615.6,200
1,335.52,105
1,390.05,409
9,1569.73,17
4,1091.7,217
1,379.2,616
10,1193.54,59
3,847.76,380
1,339.34,396
4,1062.96,1
9,2414.2,15
3,1185.01,238
1,157.8,686
2,567.05,93
15,4993.27,9
16,5861.52,104
18,4402.29,52
2,2190.14,88
1,1192.2,403
5,1004.38,29
9,3416.33,10
5,2150.04,2
23,3416.89,0
1,169.48000000000002,41
3,633.83,3
4,1515.0,246
17,6517.49,41
1,683.17,176
3,991.13,91
9,1897.9,109
4,2037.02,433
6,3002.53,27
13,6368.71,25
3,745.5,436
8,2594.04,50
3,979.8000000000001,434
4,1235.6200000000001,182
5,2048.07,41
7,2904.27,48
4,775.46,21
9,4717.99,74
5,1744.64,79
2,632.14,372
3,434.23,325
21,4263.17,42
3,1247.49,29
2,333.70000000000005,182
2,280.55,233
17,7431.05,7
1,366.41999999999996,659
2,1693.45,218
3,1474.06,109
5,772.66,277
3,1032.95,317
12,5625.461,409
3,1904.05,6
5,2879.7000000000003,0
1,350.99,380
2,363.40000000000003,492
1,601.03,431
1,1000.63,545
5,2473.9900000000002,259
9,5954.45,63
25,32051.34,8
1,120.0,140
3,824.28,470
2,1163.45,49
8,2618.23,7
1,322.93,422
6,1517.3600000000001,153
4,1373.35,108
1,40.56,427
3,1516.24,161
1,354.85,469
1,295.73,438
1,492.65000000000003,330
2,219.13,224
4,920.81,72
4,559.97,50
1,256.6,685
6,1189.3799999999999,394
7,2102.68,97
9,17225.81,14
1,205.83,408
2,191.86,519
1,134.04,195
1,245.15,407
25,7849.66,2
4,628.4399999999999,462
3,1299.65,29
8,3284.42,20
7,8479.76,22
3,176.63,7
1,426.6,212
6,911.26,7
8,4516.56,10
22,7904.1,0
16,9226.25,6
9,3267.9300000000003,2
1,375.34,406
5,2362.91,39
2,456.40000000000003,420
4,1305.33,16
82,91194.49,7
27,14499.49,7
1,43.2,17
4,1992.18,116
3,742.9000000000001,429
2,277.94,406
3,1725.01,221
3,1858.96,70
6,3151.4,50
10,5071.03,87
2,1147.02,548
11,3780.81,7
1,492.1,431
2,516.45,241
11,3090.29,45
2,229.8,105
8,3197.82,43
5,1370.34,421
1,508.58000000000004,63
1,158.02,459
1,494.85,423
5,1346.75,205
7,2218.06,9
4,474.1,428
2,605.0600000000001,113
2,701.61,408
1,245.48000000000002,568
3,940.98,241
6,1894.93,162
1,445.05,437
15,9927.22,16
1,200.63,622
2,462.65999999999997,123
5,1943.51,21
1,415.2,66
12,4318.48,15
2,468.26,15
4,1614.91,15
3,928.1,160
2,620.27,241
1,134.7,217
17,4467.32,44
6,918.44,20
4,1088.91,420
20,3333.7000000000003,126
1,108.97999999999999,37
5,2315.75,119
1,82.6,735
1,409.57,259
1,133.5,9
3,972.03,273
1,51.0,163
4,1078.96,156
3,376.5,214
2,163.62,4
3,1014.45,364
2,701.23,78
1,225.77,42
2,400.06,388
3,912.18,18
4,2128.23,30
1,214.70999999999998,577
1,161.2,21
2,227.47000000000003,401
8,3717.35,107
2,634.68,393
1,136.0,524
16,9261.52,7
1,155.0,318
2,469.13,641
6,1175.78,449
1,100.5,294
2,860.08,442
1,76.55,357
1,108.0,540
3,1132.99,184
1,215.46,682
2,617.05,190
1,131.25,620
4,1268.91,43
1,48.96,681
2,631.34,51
2,1246.8,25
3,1247.69,37
1,58.5,499
3,202.11,8
1,142.4,295
3,1770.56,31
16,6701.0,9
5,1898.01,64
13,6399.83,9
1,135.6,575
1,266.4,431
1,67.95,217
1,93.8,563
20,8208.01,1
7,2121.93,64
19,2612.96,1
2,707.79,400
8,2113.16,393
3,1732.47,148
22,6795.9,3
1,285.6,651
6,1880.51,129
13,2899.11,32
1,195.0,385
1,156.75,118
6,2157.73,106
11,4109.77,9
9,3756.09,70
11,2651.14,91
1,1063.0,309
3,1426.19,41
4,770.37,361
8,2399.33,90
23,12091.6,0
2,490.22,21
1,604.2,386
3,1937.25,2
7,1260.91,9
4,1639.17,98
6,2469.37,56
19,10271.52,-1
3,916.6099999999999,217
1,322.08,16
3,661.39,433
17,11727.94,22
4,1263.52,49
5,1244.83,6
1,516.28,402
3,1220.9,510
4,2614.2,301
6,2255.51,8
1,289.6,464
6,1372.8,20
1,90.42,500
2,271.70000000000005,97
5,958.84,364
1,131.9,305
5,9443.04,318
13,6638.7300000000005,7
11,4611.6900000000005,-1
7,5367.0199999999995,203
5,2386.47,52
1,132.04,455
1,221.65,454
5,1241.31,-1
6,1711.73,17
2,375.35,8
8,2482.8,17
7,1128.44,179
12,3308.77,59
4,665.59,9
1,119.93,189
5,977.3,375
4,628.21,431
9,3062.4,4
1,113.64,309
1,237.42,379
2,5375.741,154
9,1093.5,109
13,6713.5,147
12,2270.01,65
4,786.5699999999999,97
2,111.0,567
11,3946.03,245
13,4646.9,28
12,2220.9900000000002,16
1,204.24,732
4,2112.21,415
3,712.04,10
2,400.95,590
9,2228.22,102
2,234.34000000000003,73
2,1278.08,45
4,1151.15,70
1,215.7,256
7,1969.6,18
4,1276.66,381
4,1299.11,252
4,1299.52,10
5,2311.4900000000002,163
12,4357.91,17
2,257.1,280
4,1070.98,49
1,165.75,37
2,175.5,510
7,1453.61,25
1,1064.28,66
4,1574.93,206
2,1273.47,405
2,468.13,174
7,1921.91,429
10,5130.15,6
3,401.46,24
3,174.8,49
7,2668.23,310
2,697.0600000000001,308
10,3911.27,41
7,2138.9700000000003,25
3,356.85,87
2,251.21,182
11,2470.67,18
6,3543.26,2
4,673.26,46
19,12001.84,16
7,3290.67,16
11,3284.43,22
5,874.94,21
1,110.95,533
3,1007.28,374
5,1314.81,10
7,1223.47,186
6,788.01,99
10,4598.9800000000005,60
12,3749.2599999999998,16
1,163.92,515
2,330.45,32
1,174.37,63
2,206.09,682
2,270.6,0
1,199.45000000000002,490
8,1758.6200000000001,23
1,241.09,107
13,2933.71,30
17,8240.64,18
1,262.4,388
123,27792.3,1
1,364.21999999999997,36
3,620.04,59
16,6197.4,24
1,376.34,478
11,3859.1800000000003,235
11,3466.37,23
26,6271.11,1
9,6030.7300000000005,59
1,171.8,258
2,641.4,56
5,1370.8400000000001,63
2,537.48,14
11,3795.34,8
14,2499.68,57
1,103.25,184
39,14906.77,27
3,2982.43,23
1,349.25,673
11,5197.9,4
8,4007.54,2
9,2627.49,149
4,916.5500000000001,310
4,1353.31,9
7,880.04,17
3,511.28000000000003,150
9,1841.54,18
4,2381.04,9
6,2315.63,56
3,835.34,595
1,788.38,84
3,655.5,653
1,75.6,389
42,6114.03,6
3,1080.76,74
26,6729.400000000001,2
2,679.44,508
2,2605.62,433
5,3859.2200000000003,94
4,4092.0,109
2,1530.3600000000001,55
1,919.7,434
4,598.98,0
3,613.75,279
1,161.65,424
11,5615.18,2
13,2621.42,178
1,143.70000000000002,731
1,460.71,487
1,70.80000000000001,371
7,1374.25,11
1,168.63,2
1,105.56,431
1,14.850000000000001,517
2,433.8,15
1,114.11,39
8,1781.03,4
8,1747.91,168
5,1143.27,49
1,237.36,275
9,1601.14,17
1,135.39,577
1,79.5,370
20,3006.62,423
4,1447.14,14
3,570.46,34
12,3712.0099999999998,20
2,634.83,6
8,2164.45,18
1,229.47,625
6,2201.54,10
2,384.04,43
2,474.54,389
2,865.1700000000001,304
1,213.96,9
1,205.35999999999999,655
1,660.0,273
1,143.85999999999999,632
4,937.16,373
194,30861.06,0
22,24137.63,14
11,3352.94,3
10,1486.2,71
2,24.35,394
2,604.3299999999999,442
1,877.7,414
1,76.32000000000001,679
1,295.13,385
5,951.76,393
5,527.78,241
2,190.47000000000003,401
7,1342.32,8
2,1291.24,244
2,412.78000000000003,204
9,3000.57,0
1,320.58000000000004,183
10,2059.58,31
6,814.07,56
11,4497.88,195
11,5410.92,22
1,462.75,378
5,1998.0,90
2,959.01,3
1,338.65,483
6,2025.69,49
1,114.56,261
1,344.90000000000003,265
4,2124.46,436
1,215.22,452
2,609.85,35
1,106.67999999999999,676
1,443.6,49
9,4978.96,51
10,3667.06,23
1,110.46,20
1,96.12,57
5,1679.89,169
7,2247.72,66
3,876.89,155
152,528602.52,0
2,519.97,200
15,4546.86,415
9,3775.31,3
1,62.5,588
9,2034.1200000000001,66
1,114.18,76
13,3614.54,0
1,246.86,737
7,3878.51,7
5,814.65,168
6,1460.8700000000001,16
2,247.15,4
9,2529.93,7
2,285.74,85
1,107.95,25
7,1416.33,27
2,490.6,429
2,637.89,18
7,2749.65,59
1,195.25,23
54,21927.14,9
1,111.63,444
7,3243.93,240
3,602.0,279
2,1127.45,548
4,1113.14,233
7,3410.81,2
1,173.66,508
2,1066.9,15
12,8356.79,30
1,184.91,591
1,403.39,578
3,1289.44,380
58,57412.77,24
6,875.1500000000001,70
6,1514.81,186
1,146.56,587
6,1468.55,24
8,4619.79,575
5,885.83,413
3,1402.06,105
29,7713.57,6
1,112.8,207
4,794.33,43
5,2114.33,29
12,1745.09,136
7,1165.36,263
1,244.31,616
3,1620.07,518
8,2767.9,3
2,188.60999999999999,217
5,1250.76,0
4,702.6,213
5,3116.26,31
15,4562.09,9
29,6754.22,0
1,318.17,13
11,1813.57,10
1,179.0,197
1,390.69,617
2,139.2,434
5,2212.2799999999997,1
25,8886.33,14
13,1922.59,13
11,2868.8,9
4,1328.0700000000002,28
21,5418.87,8
4,906.24,23
8,1840.45,23
3,565.45,42
1,81.3,732
1,226.42,409
5,1602.13,0
3,663.81,4
1,115.77,378
3,513.37,146
11,2093.06,9
1,345.25,589
4,1315.24,23
1,124.75,653
3,467.92999999999995,273
1,190.58,412
3,907.38,372
7,2005.06,0
3,380.02,46
19,5517.07,7
15,16184.97,15
4,1056.42,424
54,12240.16,2
2,401.08,484
4,3554.17,2
9,1821.9,41
25,12287.5,3
11,4161.06,196
7,1897.59,10
1,579.85,434
1,50.48,591
14,3885.08,15
12,2571.81,111
4,593.5,405
1,328.2,248
10,3152.32,28
1,310.15,478
1,112.03,735
2,126.45,683
1,389.64,42
2,869.51,86
6,1550.48,43
25,9972.550000000001,8
3,2653.76,14
1,420.5,74
7,2864.97,143
3,1625.97,3
1,89.2,296
3,447.92,57
2,417.57,262
1,278.3,45
3,254.11,28
11,6556.13,7
1,382.81,473
2,192.60000000000002,16
18,15771.88,1
8,3637.64,231
2,594.62,620
1,139.26,111
1,140.55,591
1,241.45,527
3,1418.46,57
15,3708.3,50
1,307.56,402
2,730.86,126
3,386.15,279
2,447.68,53
1,200.10000000000002,318
1,307.3,658
3,449.93,25
2,77.4,9
1,90.96,549
1,110.65,470
3,1156.32,6
1,197.64,27
10,2526.62,15
1,303.63,605
1,6.2,62
2,625.9,20
10,1953.9,1
1,131.45000000000002,165
27,10889.64,0
1,300.31,506
8,724.31,51
2,338.15,50
17,7774.32,46
1,193.14,60
2,1502.98,437
3,845.55,161
1,353.27,7
7,1104.64,14
2,303.43,74
2,519.29,389
8,2741.17,38
2,686.76,620
13,2537.02,39
1,170.5,386
1,185.8,597
4,1090.87,368
1,160.46,580
2,778.5,35
1,271.85,196
7,3959.86,199
6,1170.41,72
4,470.16,63
9,1274.76,20
7,1286.45,365
1,157.70000000000002,484
3,321.43,179
10,4022.9100000000003,9
24,4925.08,2
2,385.2,580
1,0.0,664
13,9839.460000000001,195
7,1692.84,28
1,197.13,52
3,1676.57,679
1,322.69,629
1,94.8,497
7,2206.16,16
2,297.0,527
3,102.44999999999999,9
9,3460.32,88
2,773.6700000000001,422
3,915.28,417
2,362.71,266
14,7163.0,52
4,2824.69,42
1,211.79999999999998,435
10,6702.43,62
1,150.0,598
1,437.4,426
3,1348.95,147
1,310.56,403
40,15763.45,20
7,1794.01,310
3,829.4100000000001,22
18,6147.18,57
5,1376.87,23
11,4322.86,77
7,6520.3,118
3,1311.3799999999999,35
7,3651.851,58
1,180.75,504
5,1705.64,11
1,170.32,18
10,1380.73,51
2,841.1999999999999,24
1,266.76,28
4,129.72,6
19,20850.22,9
16,2952.06,184
12,4184.01,2
6,2804.24,7
6,1838.95,260
9,1258.97,2
3,816.6,482
2,854.13,209
1,116.18,534
4,2862.4,106
2,256.7,520
2,437.0,417
25,4105.24,11
1,185.06,683
3,706.19,76
1,255.4,18
14,3628.15,25
5,761.59,17
1,120.6,668
3,1598.12,130
1,364.8,251
1,1862.0,78
1,369.2,206
1,135.9,335
3,817.25,252
4,1106.73,147
1,202.35000000000002,689
3,1809.6100000000001,8
3,1492.81,84
38,25119.54,6
8,2092.42,203
8,3140.54,6
14,3507.81,22
1,1384.88,394
1,13.919999999999998,521
12,2289.65,10
3,1035.6200000000001,24
5,2810.63,20
4,1640.64,1
8,1971.39,156
1,68.44,444
16,6165.79,2
2,381.9,73
3,1404.68,436
4,434.35,1
398,295972.63,0
6,1889.25,15
8,4073.13,34
11,1811.25,90
8,3042.95,69
2,1123.75,595
9,5955.81,114
1,359.35,538
3,1607.17,211
2,1316.07,29
2,843.74,392
1,749.1,49
3,931.01,244
2,359.4,380
1,308.2,395
1,223.91000000000003,626
2,836.69,31
6,5246.63,107
5,1257.68,3
2,1029.66,364
4,1770.0,442
5,3503.5,80
2,2849.83,296
12,12410.81,32
3,1621.88,55
2,2322.43,561
2,531.49,416
1,182.1,577
4,746.56,400
1,107.62,662
18,9784.67,28
1,179.4,412
1,100.9,13
6,1049.79,71
6,1101.97,22
4,515.0,468
1,371.2,18
1,311.69,78
32,17629.35,58
4,1013.77,24
2,503.44,11
1,163.77,731
1,1325.0,420
2,333.29,252
6,957.9399999999999,146
4,695.42,63
2,221.27,7
22,16410.15,9
4,366.91,269
12,3164.48,8
1,206.21,246
2,599.0,95
6,1115.8400000000001,13
6,1982.6100000000001,48
2,504.99,29
1,906.23,702
13,4919.35,67
3,1116.57,34
2,145.07,127
3,1314.45,106
1,114.39,36
2,472.39,56
7,790.86,56
1,31.929999999999996,724
10,3142.14,71
1,439.46,734
1,150.68,736
2,372.92,245
1,237.78,571
1,183.20000000000002,688
6,1271.41,18
2,296.75,197
2,566.9,375
8,1713.85,14
7,2066.6,210
1,342.4,660
2,305.42,611
1,314.67,429
1,210.5,441
1,36.13,562
5,960.63,381
2,233.23000000000002,37
3,442.28999999999996,480
4,776.5999999999999,45
4,770.73,169
1,129.48000000000002,591
1,490.52,46
2,230.85999999999999,393
9,4817.28,114
6,1060.7,472
1,1246.32,146
57,14106.2,14
2,825.14,50
1,156.91,158
2,360.0,479
3,1261.78,11
1,308.94,34
2,416.6,394
3,860.62,52
10,1641.3,486
2,260.17,42
13,2365.02,500
5,630.3,171
1,125.58,32
3,607.46,37
1,266.0,265
1,203.42,378
12,2783.83,7
5,1186.09,10
20,12170.68,2
16,4075.51,8
2,1013.09,32
5,1061.61,79
10,3195.6,29
6,1157.71,7
1,365.1,618
8,1979.91,70
14,3156.58,3
8,13780.65,255
10,2586.67,3
14,8313.4,14
1,252.73000000000002,88
3,465.55,71
2,402.51,375
9,1309.86,57
93,40031.43,8
1,7.49,540
2,294.02,169
2,315.45,198
6,2873.7999999999997,30
35,16204.33,18
2,735.66,150
25,7812.389999999999,8
1,343.62,268
4,482.75,64
1,121.17000000000002,272
5,4193.79,24
9,3935.16,22
1,215.78,318
3,697.79,3
2,302.1,11
3,560.07,473
1,133.45,519
5,3255.96,274
16,3410.03,24
19,3523.57,39
4,303.09,7
124,137818.52,2
8,2585.62,70
1,370.79999999999995,212
4,1254.41,409
5,3326.86,36
1,893.59,52
5,3877.88,77
4,1176.85,45
1,1109.53,178
3,843.25,371
4,1455.56,92
1,187.51999999999998,478
8,2788.02,8
3,1566.33,104
1,773.03,76
3,1447.74,171
2,2428.08,493
51,17761.88,6
11,3767.35,211
2,546.25,426
12,1965.72,21
1,93.35000000000001,667
1,88.2,255
2,965.2,378
1,347.54,728
2,218.53,563
1,306.94,280
2,1160.07,20
6,2420.84,9
1,381.32,307
3,1046.6100000000001,66
3,776.46,214
23,14326.11,17
2,83.0,462
10,3141.64,102
1,219.39000000000001,41
3,908.35,3
3,39916.5,181
1,410.48,83
7,2894.7,332
6,1477.94,7
2,554.67,529
2,703.36,30
2,1027.44,195
9,3094.91,17
5,1422.52,16
9,940.35,310
4,1300.25,140
3,983.1,244
6,1505.8500000000001,22
5,2730.87,28
1,209.4,610
3,3609.33,8
12,3400.12,29
2,531.85,17
4,1352.75,16
8,2485.9700000000003,13
1,244.8,133
1,266.4,244
1,358.82,132
2,457.72,49
11,4497.47,113
5,4656.17,6
4,450.82,21
24,17024.87,24
2,449.49,535
2,711.5,64
5,1783.68,59
22,6860.18,49
1,330.11,168
1,80.28,393
5,977.9300000000001,17
5,1806.9,126
10,1596.29,13
2,305.68,238
3,1286.7,1
2,823.4,519
1,502.52,392
2,178.96,238
8,3243.69,51
7,1388.47,456
6,2619.92,45
2,563.63,224
29,12160.31,7
4,1194.73,3
2,1327.16,163
1,623.5,239
1,301.29,9
5,1554.6100000000001,132
13,9001.08,16
2,2085.61,422
14,5263.83,8
1,329.25,30
3,1388.41,74
1,383.96999999999997,382
3,961.49,0
5,2654.11,2
2,606.02,44
34,22116.73,0
4,589.27,356
1,119.92,387
1,312.9,730
2,304.47,17
9,2068.92,67
1,975.5,372
1,167.16,466
5,1659.67,319
1,106.56,24
2,569.22,381
1,81.15,405
1,1289.5,330
5,1624.05,7
7,1494.6,379
2,481.46,321
1,224.14,70
1,988.04,666
1,948.93,424
1,40.5,259
13,7491.92,17
3,904.4300000000001,366
5,1200.2,65
10,2998.952,153
3,639.93,546
4,689.95,28
1,310.62,69
5,1403.2,13
16,4777.18,0
1,310.43,724
46,17524.38,0
1,834.4399999999999,433
2,588.05,462
5,1981.39,118
1,499.32,59
28,12427.69,2
1,3861.0,1
2,316.25,431
6,1877.51,9
5,571.35,91
10,3122.4,58
1,549.05,493
7,1842.95,86
3,6001.49,419
15,4400.18,24
1,316.58,356
2,653.24,84
4,420.29999999999995,9
3,683.9200000000001,415
6,970.52,0
1,178.98000000000002,729
3,1176.19,224
2,1277.48,59
2,208.28,240
2,328.35,317
8,1661.44,0
7,2422.43,45
2,486.09,86
1,426.24,562
22,11516.57,9
2,685.45,175
6,1778.96,50
4,2465.4500000000003,365
11,3550.91,317
5,1417.95,224
5,871.36,357
1,409.40000000000003,233
1,154.41,309
9,2488.4900000000002,35
6,5580.2699999999995,65
1,160.5,585
2,429.6,238
1,250.26,620
2,612.06,112
1,59.400000000000006,400
1,197.0,275
14,2937.81,216
1,321.05,297
4,1412.32,0
3,1071.99,28
2,780.59,9
12,4459.98,43
11,3050.16,65
1,302.04,421
2,927.2800000000001,73
3,912.08,64
8,4610.84,133
3,780.4,237
3,976.06,121
3,1893.93,410
18,9266.0,30
1,60.0,639
21,20324.54,8
5,2103.41,35
7,2055.09,15
3,1088.35,126
9,3729.42,65
2,170.4,147
2,685.9,282
2,623.16,167
4,1182.3799999999999,511
24,9188.23,99
4,1508.0,134
3,418.82,322
1,156.51,105
2,848.4,63
4,3345.64,150
5,852.21,337
5,1717.36,21
3,961.9000000000001,477
4,1225.3600000000001,22
21,8524.86,14
24,4709.54,6
6,2085.48,56
1,228.96,598
2,716.57,3
1,615.14,36
4,649.53,65
2,476.34,45
4,496.15999999999997,560
5,1580.54,353
3,406.21999999999997,171
16,8543.57,57
1,348.59,569
3,148.33,389
1,24.75,499
1,94.92,406
1,240.55,48
5,856.03,21
10,3883.13,42
5,1593.09,28
26,10496.28,3
40,13846.56,24
1,180.94,200
1,247.5,664
1,233.35,409
1,217.23999999999998,653
12,10342.83,49
3,641.94,9
23,9459.37,1
10,7991.54,66
1,496.44,63
17,7603.4400000000005,49
1,308.0,729
3,1224.18,289
9,919.5500000000001,59
1,93.6,554
9,3484.73,63
1,205.3,94
1,310.47,273
4,797.96,609
1,1634.64,477
208,116771.16,-1
12,2930.19,74
1,52.0,109
3,820.4499999999999,198
2,570.5,63
1,165.0,325
1,129.75,676
1,312.62,2
1,204.5,282
1,267.13,43
12,6709.7300000000005,69
2,1390.86,84
3,434.6,561
1,140.22000000000003,700
8,1602.01,102
5,1700.52,332
1,208.75,51
1,107.24,406
11,2984.33,38
2,714.96,31
2,767.91,498
6,6553.74,365
1,1028.56,207
3,351.67,155
1,173.97,52
1,240.5,400
1,373.02,410
1,283.43,676
7,1827.84,65
1,105.5,560
2,2402.7200000000003,79
1,406.09,128
1,364.5,86
3,563.94,-1
1,393.54,44
3,596.12,331
4,1363.6,365
1,158.04,71
2,473.81,157
2,663.25,372
10,3738.29,11
1,114.95,547
7,3175.95,253
3,284.4,602
2,277.05,28
13,3464.95,30
40,17050.41,3
8,181.35,661
1,427.93,38
4,689.07,360
2,613.08,447
2,1004.11,371
2,913.19,94
13,4557.13,24
7,2389.08,74
11,5081.33,56
2,722.74,20
11,6251.26,491
8,3739.01,39
1,59.400000000000006,661
8,6017.06,136
17,3421.39,7
2,307.32,127
1,60.959999999999994,689
3,1233.3600000000001,39
4,1211.75,381
2,246.5,461
8,4877.84,168
11,3479.0600000000004,7
5,1890.5700000000002,212
12,13733.550000000001,13
4,2027.79,168
3,942.08,39
1,394.14,185
1,468.65,491
1,140.54,269
5,2733.8,171
2,1216.66,395
1,289.87,583
7,2911.62,3
5,891.34,15
11,5286.8,8
1,107.45,324
2,796.38,111
1,94.0,288
2,1345.53,15
3,815.77,0
8,1302.3,91
2,216.95000000000002,451
6,1830.54,147
2,170.88,490
1,257.06,374
2,659.84,188
5,975.87,30
4,1056.44,32
1,267.18,263
1,131.25,720
11,4685.72,83
4,1358.88,25
1,190.53,170
5,6798.72,690
3,774.9000000000001,8
1,572.8100000000001,312
7,4572.82,63
1,508.8,84
2,452.32,424
1,135.86,23
6,743.0,433
10,3805.34,57
7,1619.97,322
3,266.89,37
3,597.78,253
4,1944.57,399
9,2615.39,18
3,1483.14,32
4,762.75,14
2,397.35,25
2,954.75,466
1,153.24,501
2,320.76,22
2,533.3,212
11,2567.06,7
1,149.29,21
3,1122.53,11
2,393.45,261
1,156.57999999999998,130
4,1269.05,403
3,383.68,53
3,1254.21,395
1,594.0,247
14,5175.93,0
2,1418.26,8
2,284.5,263
3,406.95,375
5,492.88,329
2,788.81,311
3,974.52,25
1,429.84,29
2,233.21,433
6,1799.1100000000001,28
7,1388.37,0
2,307.69,361
1,38.25,596
10,2119.27,282
1,237.07,261
2,370.43999999999994,24
2,202.82999999999998,416
1,216.76,353
2,429.7,459
4,737.05,93
1,126.14,28
1,1048.85,337
32,12655.65,18
4,1571.01,84
3,524.88,8
3,1430.48,50
3,874.25,49
1,63.419999999999995,574
3,1316.56,1
1,371.56,112
8,2046.0,13
1,163.1,594
1,454.10999999999996,76
4,2209.98,379
1,368.4,648
3,2024.98,39
1,147.4,732
5,6279.0,115
1,1993.34,400
19,14592.56,14
10,862.2,160
6,4656.0,0
7,5771.51,29
1,102.0,526
1,231.32,678
5,431.92,91
8,2419.61,21
1,217.6,429
6,3100.09,94
2,659.4599999999999,27
9,4314.9800000000005,31
5,3780.05,20
1,246.5,378
1,146.14000000000001,630
9,8657.39,16
44,26039.58,1
1,161.6,722
4,1131.56,7
2,402.5,403
13,13993.47,14
2,267.15,361
4,423.85,80
5,3610.96,51
6,2040.03,21
1,492.36,170
6,1000.27,188
1,166.51,379
