age,capital-gain,capital-loss,hours-per-week,class
68,0,2149,40, <=50K
35,0,0,40, <=50K
44,0,0,50, <=50K
34,0,0,40, <=50K
31,0,0,46, <=50K
59,0,0,40, <=50K
46,0,0,50, <=50K
21,0,0,40, <=50K
36,0,0,43, >50K
69,9386,0,12, >50K
40,0,0,40, >50K
20,0,0,35, <=50K
36,0,0,35, <=50K
46,0,0,40, >50K
31,0,0,60, <=50K
32,0,0,40, <=50K
29,0,0,40, <=50K
31,0,0,30, >50K
43,0,0,40, <=50K
66,0,0,42, >50K
48,0,0,40, >50K
38,0,0,60, <=50K
65,0,0,24, <=50K
31,0,0,40, <=50K
71,9386,0,50, >50K
37,27828,0,48, >50K
30,0,0,40, <=50K
35,0,0,40, >50K
44,0,0,40, <=50K
38,0,0,37, <=50K
32,0,0,40, <=50K
62,0,0,40, <=50K
35,0,0,60, >50K
19,0,0,30, <=50K
43,0,0,40, >50K
50,0,0,45, <=50K
22,8614,0,40, >50K
31,0,0,50, <=50K
24,0,0,40, <=50K
64,0,0,23, <=50K
25,0,0,50, <=50K
50,0,0,60, <=50K
41,0,0,50, <=50K
45,0,0,40, <=50K
60,0,0,40, <=50K
32,0,0,48, <=50K
34,2202,0,99, <=50K
39,0,0,99, <=50K
40,0,0,40, >50K
18,0,0,30, <=50K
60,0,0,40, <=50K
29,0,0,40, <=50K
40,0,0,50, <=50K
35,0,0,29, <=50K
23,0,0,40, <=50K
55,0,0,40, <=50K
36,0,0,40, <=50K
23,0,0,40, <=50K
47,0,0,65, >50K
41,0,0,40, >50K
30,0,0,40, <=50K
47,0,0,45, <=50K
25,0,0,36, <=50K
51,0,0,40, <=50K
17,0,0,20, <=50K
36,0,1977,45, >50K
41,0,0,99, <=50K
28,0,0,40, <=50K
30,0,0,40, >50K
75,0,0,10, <=50K
55,15024,0,65, >50K
17,0,0,20, <=50K
41,0,1887,40, >50K
55,0,0,20, >50K
49,0,0,50, >50K
37,0,0,50, <=50K
21,0,0,40, <=50K
29,0,0,40, <=50K
44,0,0,38, >50K
41,0,0,40, <=50K
52,0,0,40, <=50K
39,0,0,50, >50K
56,3674,0,40, <=50K
27,0,0,50, <=50K
63,0,0,31, <=50K
44,0,0,35, <=50K
21,0,0,36, <=50K
63,0,0,35, <=50K
43,0,0,60, <=50K
23,0,0,40, <=50K
56,0,0,40, <=50K
33,0,0,49, <=50K
39,0,0,40, >50K
22,0,0,20, <=50K
45,0,0,80, <=50K
68,991,0,29, <=50K
58,0,0,40, <=50K
35,0,0,40, <=50K
36,0,0,40, <=50K
44,0,0,38, <=50K
73,0,0,37, <=50K
27,0,0,40, <=50K
44,13550,0,50, >50K
37,0,0,40, <=50K
25,0,0,40, <=50K
51,0,0,40, <=50K
61,0,0,90, <=50K
40,0,0,20, <=50K
43,0,0,40, <=50K
32,0,0,40, <=50K
32,0,0,40, <=50K
25,0,0,50, <=50K
35,0,1887,50, >50K
72,0,0,2, <=50K
38,3325,0,40, <=50K
24,0,0,30, <=50K
29,0,0,40, >50K
38,0,0,60, <=50K
45,7298,0,40, >50K
39,0,0,48, <=50K
57,0,0,40, <=50K
27,0,0,40, <=50K
21,0,0,40, <=50K
42,1506,0,50, <=50K
35,0,0,40, <=50K
54,0,0,16, <=50K
33,0,0,40, <=50K
24,0,2001,37, <=50K
53,0,0,40, <=50K
20,0,0,30, <=50K
29,0,0,55, <=50K
36,0,0,40, <=50K
35,0,0,40, <=50K
50,0,0,40, <=50K
32,0,0,45, <=50K
25,0,0,40, <=50K
38,0,0,40, >50K
28,0,0,40, <=50K
23,0,0,45, <=50K
61,0,0,40, >50K
22,0,0,30, <=50K
27,0,0,40, <=50K
39,0,0,25, <=50K
18,0,0,25, <=50K
46,0,0,40, >50K
60,0,0,40, <=50K
26,0,0,40, <=50K
55,0,0,40, <=50K
32,0,0,40, <=50K
61,0,0,60, >50K
48,0,0,35, <=50K
53,0,0,40, >50K
21,0,0,45, <=50K
20,0,0,40, <=50K
55,0,0,40, <=50K
48,0,0,40, >50K
73,0,0,20, <=50K
29,0,0,45, <=50K
29,0,0,30, <=50K
26,0,0,40, <=50K
46,7688,0,45, >50K
18,0,0,40, <=50K
20,0,0,25, <=50K
28,0,0,40, <=50K
45,914,0,40, <=50K
82,0,0,40, <=50K
25,0,0,40, <=50K
31,0,0,40, <=50K
32,0,0,45, <=50K
35,0,0,40, <=50K
33,0,0,40, <=50K
20,0,0,30, <=50K
19,0,0,40, <=50K
29,0,0,40, <=50K
30,0,0,40, <=50K
44,0,0,45, <=50K
19,0,0,30, <=50K
37,3103,0,40, >50K
50,0,0,60, >50K
76,0,0,15, <=50K
26,0,0,40, <=50K
22,0,0,18, <=50K
46,0,0,40, >50K
42,0,0,40, <=50K
22,0,0,40, <=50K
37,0,0,17, <=50K
52,0,0,40, <=50K
63,0,0,18, >50K
51,0,0,18, >50K
39,0,0,40, <=50K
50,0,0,40, <=50K
29,0,0,40, <=50K
68,0,0,16, <=50K
31,0,0,40, <=50K
54,7298,0,40, >50K
39,0,2559,60, >50K
62,0,0,50, <=50K
34,0,0,55, >50K
23,0,0,40, <=50K
43,0,0,45, <=50K
23,0,0,35, <=50K
29,0,0,40, <=50K
49,0,2258,50, >50K
20,0,0,40, <=50K
67,0,0,40, >50K
32,0,0,40, <=50K
47,0,0,40, >50K
22,0,0,25, <=50K
45,0,0,40, <=50K
29,0,0,45, <=50K
52,0,0,35, <=50K
41,0,0,40, <=50K
37,0,0,45, <=50K
39,0,0,40, <=50K
31,0,0,40, <=50K
20,0,0,25, <=50K
42,0,625,40, <=50K
57,0,0,40, <=50K
37,0,0,55, >50K
29,0,0,42, <=50K
17,0,0,24, <=50K
26,0,0,40, <=50K
24,0,0,40, <=50K
31,0,0,40, <=50K
68,20051,0,45, >50K
77,0,0,4, >50K
59,0,0,15, <=50K
49,0,0,40, >50K
48,0,0,56, <=50K
45,0,0,40, >50K
35,0,0,40, >50K
39,15024,0,60, >50K
60,0,2415,80, >50K
38,0,0,55, <=50K
47,0,0,40, <=50K
38,0,0,42, <=50K
19,0,1602,24, <=50K
47,0,0,35, <=50K
28,0,1977,24, >50K
61,0,0,40, <=50K
19,0,0,40, <=50K
62,0,0,6, <=50K
43,6497,0,50, <=50K
37,0,1887,40, >50K
40,0,0,25, <=50K
29,0,0,40, <=50K
23,0,0,15, <=50K
63,0,0,40, <=50K
37,0,2129,40, <=50K
22,0,0,35, <=50K
38,0,0,40, <=50K
32,0,0,55, <=50K
57,0,0,30, <=50K
23,0,0,40, <=50K
21,0,0,40, <=50K
44,15024,0,80, >50K
35,0,0,50, <=50K
21,0,0,20, <=50K
20,0,0,20, <=50K
29,0,0,42, <=50K
65,0,0,20, <=50K
66,0,0,20, <=50K
32,0,0,55, <=50K
48,0,0,50, <=50K
42,0,0,48, <=50K
55,0,0,40, <=50K
34,0,0,75, >50K
33,0,0,40, <=50K
25,0,0,40, <=50K
26,0,0,40, <=50K
26,0,0,52, >50K
36,3103,0,42, >50K
19,0,0,40, <=50K
62,0,0,40, <=50K
48,0,0,65, <=50K
21,0,0,25, <=50K
39,0,0,50, <=50K
28,0,0,40, <=50K
34,3103,0,50, >50K
22,0,0,40, <=50K
43,0,0,50, <=50K
27,0,0,40, <=50K
32,0,0,40, <=50K
19,1055,0,40, <=50K
21,0,0,40, <=50K
35,0,0,48, <=50K
38,0,0,50, <=50K
61,0,0,21, <=50K
44,0,0,20, <=50K
28,0,0,40, <=50K
32,0,0,50, <=50K
33,0,0,38, <=50K
25,0,0,40, <=50K
38,0,2339,47, <=50K
38,0,0,45, <=50K
39,0,0,45, >50K
32,0,0,35, <=50K
20,0,0,40, <=50K
50,7298,0,50, >50K
23,0,0,52, <=50K
65,0,0,40, <=50K
36,0,0,45, >50K
69,0,0,4, <=50K
80,1409,0,40, <=50K
26,0,0,40, <=50K
28,0,0,40, <=50K
47,0,0,45, <=50K
56,0,0,50, <=50K
28,0,0,40, <=50K
30,0,0,30, <=50K
21,0,0,32, <=50K
26,0,1977,40, >50K
23,0,0,40, <=50K
43,0,0,30, <=50K
47,0,0,40, >50K
39,0,0,40, <=50K
51,0,0,20, >50K
35,0,0,40, <=50K
20,0,0,35, <=50K
42,0,0,40, <=50K
39,0,0,40, <=50K
39,0,0,38, <=50K
35,0,0,50, >50K
28,0,0,40, <=50K
44,0,0,40, <=50K
29,0,0,35, <=50K
43,0,0,45, >50K
40,0,0,40, >50K
55,0,0,40, >50K
22,0,0,35, <=50K
39,0,1721,45, <=50K
44,0,0,40, <=50K
32,0,0,48, <=50K
21,0,0,50, <=50K
28,0,0,40, <=50K
39,0,0,52, <=50K
43,99999,0,60, >50K
21,0,0,40, <=50K
63,0,0,40, <=50K
38,0,0,40, <=50K
36,0,0,40, <=50K
61,0,0,40, >50K
26,0,0,30, <=50K
40,0,0,40, <=50K
56,0,0,40, >50K
64,0,0,40, <=50K
36,0,0,40, >50K
66,0,0,25, <=50K
29,0,0,40, <=50K
47,0,1876,40, <=50K
60,0,0,40, <=50K
39,2202,0,45, <=50K
29,0,1848,40, >50K
20,594,0,20, <=50K
54,0,0,60, >50K
30,0,0,30, <=50K
35,0,0,15, <=50K
23,0,0,24, <=50K
39,14344,0,40, >50K
62,0,0,40, <=50K
64,8614,0,50, >50K
33,0,0,40, <=50K
47,0,0,40, >50K
33,0,0,60, <=50K
62,0,0,40, <=50K
34,0,0,45, <=50K
54,0,0,40, <=50K
47,0,0,40, <=50K
23,4650,0,50, <=50K
28,0,0,40, <=50K
30,0,0,40, <=50K
28,0,0,65, >50K
50,0,0,40, >50K
66,0,0,40, >50K
54,0,0,45, >50K
33,0,1848,40, >50K
35,0,0,40, <=50K
35,0,0,40, >50K
45,0,1408,40, <=50K
19,0,0,15, <=50K
20,0,0,30, <=50K
23,0,0,10, <=50K
37,0,0,50, >50K
35,0,0,35, <=50K
22,0,0,40, <=50K
24,0,0,40, <=50K
36,0,0,45, <=50K
24,0,0,40, <=50K
20,0,0,40, <=50K
75,0,0,9, <=50K
35,0,0,60, <=50K
66,0,0,13, <=50K
33,0,0,40, <=50K
42,0,0,52, <=50K
30,0,0,36, <=50K
27,0,0,32, <=50K
38,0,0,40, <=50K
66,0,0,15, >50K
20,0,0,40, <=50K
70,0,0,8, <=50K
44,0,0,48, <=50K
53,0,0,45, <=50K
23,0,0,40, <=50K
25,2597,0,40, <=50K
35,0,0,50, <=50K
28,0,0,40, <=50K
41,0,0,38, <=50K
27,0,0,40, <=50K
19,0,0,18, <=50K
24,0,0,37, <=50K
56,0,0,48, <=50K
55,0,0,48, <=50K
54,0,0,40, <=50K
22,0,0,18, <=50K
48,0,0,45, >50K
27,0,0,30, <=50K
19,0,0,40, <=50K
32,0,1602,20, <=50K
42,0,0,40, <=50K
62,0,0,20, <=50K
43,0,0,65, >50K
24,0,0,40, <=50K
50,0,0,44, >50K
24,0,0,55, <=50K
34,0,0,60, <=50K
77,0,0,25, <=50K
28,0,0,40, <=50K
46,0,0,40, <=50K
33,0,0,40, >50K
28,0,0,30, <=50K
24,0,0,38, <=50K
38,0,0,25, <=50K
25,6849,0,40, <=50K
49,0,0,40, <=50K
31,0,0,43, >50K
42,0,0,89, >50K
46,0,0,40, <=50K
47,0,0,60, <=50K
35,0,0,60, >50K
28,0,0,20, <=50K
37,0,1628,40, <=50K
49,0,0,46, <=50K
39,0,0,56, <=50K
30,0,0,40, <=50K
65,0,0,60, <=50K
66,0,0,70, <=50K
50,0,0,55, <=50K
57,0,0,8, <=50K
39,0,0,40, <=50K
41,0,1977,65, >50K
57,0,0,20, <=50K
25,0,0,40, <=50K
33,0,0,40, <=50K
34,0,0,40, <=50K
19,0,0,40, <=50K
46,0,0,36, <=50K
24,0,0,40, <=50K
46,0,0,40, <=50K
30,0,0,35, >50K
76,0,0,20, <=50K
50,0,0,40, >50K
62,0,0,33, <=50K
34,0,0,40, >50K
52,0,0,99, >50K
36,0,0,45, <=50K
46,0,0,50, <=50K
48,0,0,55, >50K
19,0,0,37, <=50K
38,0,0,40, <=50K
66,0,0,35, >50K
49,0,0,30, <=50K
41,0,0,45, <=50K
76,0,0,8, <=50K
64,0,0,20, <=50K
29,0,0,40, <=50K
32,0,0,15, <=50K
58,0,0,20, <=50K
36,0,1887,40, >50K
32,0,0,40, <=50K
24,0,0,25, <=50K
44,0,1977,40, >50K
39,0,0,55, >50K
41,0,0,40, >50K
17,0,0,25, <=50K
24,0,0,45, <=50K
43,0,0,40, <=50K
34,3103,0,60, >50K
18,0,0,20, <=50K
36,0,0,40, <=50K
46,0,0,40, <=50K
32,0,0,40, <=50K
39,0,1977,60, >50K
25,0,0,25, <=50K
52,0,0,40, >50K
51,0,0,40, <=50K
21,0,0,30, <=50K
28,0,0,60, <=50K
46,0,1902,40, >50K
24,0,0,45, <=50K
29,0,0,40, >50K
19,0,0,20, <=50K
42,0,0,48, >50K
65,0,0,1, >50K
43,0,0,40, <=50K
35,0,0,40, <=50K
25,0,0,30, <=50K
29,0,0,40, <=50K
36,0,0,40, >50K
30,0,0,40, <=50K
48,0,0,50, >50K
22,0,0,10, <=50K
42,0,0,60, <=50K
25,0,0,40, <=50K
42,0,0,60, <=50K
37,0,0,50, >50K
37,0,0,48, >50K
48,0,0,40, <=50K
56,0,0,35, <=50K
44,0,0,50, >50K
33,0,1887,20, >50K
30,0,0,35, <=50K
42,0,0,40, <=50K
19,0,0,20, <=50K
55,10520,0,40, >50K
51,0,0,43, <=50K
36,0,0,50, >50K
23,0,0,30, <=50K
18,0,0,25, <=50K
48,0,0,60, >50K
50,0,0,40, <=50K
33,0,0,40, >50K
32,0,0,40, <=50K
39,15024,0,50, >50K
32,0,0,40, >50K
41,0,0,70, <=50K
41,0,1902,60, >50K
45,0,0,40, <=50K
72,0,0,10, <=50K
50,7298,0,40, >50K
41,0,0,40, >50K
33,0,0,32, <=50K
28,0,0,50, <=50K
22,0,0,24, <=50K
49,0,0,80, >50K
24,0,0,40, <=50K
49,0,0,40, <=50K
37,0,0,40, <=50K
50,0,0,40, <=50K
32,0,0,60, <=50K
39,0,0,40, >50K
38,0,0,40, <=50K
54,3908,0,50, <=50K
44,7688,0,40, >50K
31,0,0,25, <=50K
61,0,2603,32, <=50K
72,0,0,25, <=50K
52,0,0,40, >50K
44,0,0,38, <=50K
27,0,0,38, <=50K
45,0,0,55, <=50K
52,0,0,40, <=50K
33,0,0,40, <=50K
44,0,0,43, <=50K
46,0,0,20, <=50K
50,0,0,47, <=50K
39,1506,0,40, <=50K
22,0,0,40, <=50K
36,0,1977,40, >50K
60,0,0,47, <=50K
17,0,0,15, <=50K
28,0,0,38, <=50K
37,0,0,40, <=50K
33,0,0,40, <=50K
25,0,0,40, <=50K
50,0,0,40, <=50K
59,0,0,40, <=50K
23,0,0,40, <=50K
35,0,0,48, <=50K
39,0,0,40, <=50K
23,0,0,10, <=50K
17,0,0,15, <=50K
38,0,0,40, <=50K
20,0,0,40, <=50K
24,0,0,40, <=50K
64,0,0,4, <=50K
47,0,0,30, <=50K
33,0,0,40, >50K
55,0,0,81, <=50K
25,0,0,45, <=50K
19,0,0,20, <=50K
40,0,0,40, >50K
44,0,0,40, <=50K
60,0,0,28, <=50K
60,0,0,40, <=50K
43,0,0,40, >50K
28,0,0,40, <=50K
22,0,1762,40, <=50K
21,0,0,25, <=50K
68,0,0,30, <=50K
27,0,0,25, <=50K
66,0,0,20, <=50K
41,4650,0,55, <=50K
23,0,0,40, <=50K
35,0,0,30, <=50K
39,0,0,45, >50K
21,0,0,40, <=50K
49,15024,0,78, >50K
19,0,0,30, <=50K
32,0,0,50, >50K
41,15024,0,70, >50K
65,0,0,40, <=50K
44,0,0,40, <=50K
39,0,0,20, <=50K
22,0,0,40, <=50K
17,0,0,12, <=50K
35,0,0,65, <=50K
62,0,0,42, <=50K
59,0,0,40, <=50K
27,0,0,45, >50K
25,0,0,40, <=50K
35,0,0,40, <=50K
49,0,2415,3, >50K
28,5013,0,55, <=50K
36,0,0,50, >50K
33,0,0,4, <=50K
17,0,0,45, <=50K
76,0,0,25, <=50K
52,0,0,30, >50K
28,0,0,60, <=50K
42,0,0,40, <=50K
27,0,0,30, <=50K
40,0,0,40, <=50K
33,0,0,40, <=50K
50,0,0,40, <=50K
51,0,0,40, <=50K
21,0,0,40, <=50K
55,0,0,60, >50K
45,0,0,50, >50K
40,0,0,84, <=50K
26,0,1977,40, >50K
32,0,0,50, <=50K
26,2829,0,40, <=50K
51,0,0,50, >50K
34,0,0,40, <=50K
37,0,0,36, <=50K
37,0,0,48, <=50K
39,0,0,20, >50K
56,0,0,48, <=50K
35,0,0,40, <=50K
44,0,0,60, <=50K
27,0,0,40, <=50K
34,0,0,44, <=50K
28,2463,0,35, <=50K
40,0,1672,30, <=50K
23,0,0,30, <=50K
41,0,0,25, <=50K
39,0,0,40, <=50K
55,0,1887,40, >50K
19,0,0,24, <=50K
19,0,0,15, <=50K
18,0,0,40, <=50K
29,0,0,40, <=50K
35,0,0,40, <=50K
17,0,0,20, <=50K
19,0,0,15, <=50K
45,0,0,40, <=50K
28,0,0,40, >50K
53,0,0,30, >50K
38,0,0,54, <=50K
38,0,0,60, >50K
22,0,0,40, <=50K
44,0,0,40, >50K
32,0,0,45, <=50K
31,0,0,40, <=50K
40,0,0,45, <=50K
53,0,0,43, >50K
47,0,0,40, <=50K
25,0,0,35, <=50K
35,7298,0,48, >50K
20,0,0,40, <=50K
38,3464,0,40, <=50K
26,0,0,20, <=50K
39,0,0,40, >50K
62,0,0,35, <=50K
38,0,0,50, <=50K
38,0,0,40, <=50K
34,0,0,40, <=50K
23,0,0,30, <=50K
34,0,0,40, <=50K
44,0,0,38, <=50K
84,0,0,40, <=50K
19,0,0,12, <=50K
26,0,0,35, <=50K
34,0,0,40, <=50K
32,0,0,48, <=50K
35,4650,0,40, <=50K
46,0,0,45, <=50K
27,0,0,70, <=50K
45,0,0,40, <=50K
65,0,0,10, <=50K
48,0,0,72, <=50K
44,0,0,40, <=50K
55,0,0,45, <=50K
24,0,0,42, <=50K
33,2176,0,35, <=50K
43,0,0,35, <=50K
71,0,2467,52, <=50K
57,0,0,40, <=50K
51,0,0,40, <=50K
28,0,0,40, <=50K
71,11678,0,38, >50K
28,0,0,30, <=50K
18,0,0,30, <=50K
23,0,0,40, <=50K
43,0,0,50, <=50K
36,0,0,40, <=50K
37,0,0,40, <=50K
46,0,0,40, <=50K
40,0,0,50, >50K
46,15024,0,45, >50K
34,0,0,40, <=50K
19,0,0,18, <=50K
47,0,0,40, >50K
57,0,0,40, >50K
40,0,0,20, <=50K
42,0,0,25, <=50K
56,4508,0,28, <=50K
44,0,0,54, <=50K
66,0,0,10, <=50K
27,0,0,40, <=50K
59,0,0,35, >50K
46,7430,0,50, >50K
65,0,0,40, <=50K
49,0,0,40, >50K
44,0,0,40, <=50K
43,0,0,30, <=50K
19,0,0,30, <=50K
21,99999,0,40, >50K
44,0,0,55, >50K
46,0,0,77, <=50K
32,0,0,32, >50K
19,0,0,52, <=50K
28,0,0,40, <=50K
36,1506,0,40, <=50K
39,0,0,20, <=50K
27,0,0,40, <=50K
47,0,0,50, <=50K
39,0,0,40, <=50K
65,2653,0,30, <=50K
47,8614,0,44, >50K
37,0,0,40, <=50K
41,0,0,40, >50K
39,0,0,60, <=50K
53,0,0,39, <=50K
29,0,0,40, <=50K
26,0,0,40, <=50K
41,0,0,40, <=50K
44,0,0,48, <=50K
38,0,0,40, >50K
26,0,0,40, <=50K
43,0,0,40, <=50K
38,0,0,40, >50K
25,0,0,38, <=50K
41,15024,0,65, >50K
25,0,0,45, <=50K
31,2174,0,40, <=50K
18,0,0,10, <=50K
62,0,0,40, <=50K
39,0,0,50, <=50K
61,0,0,50, >50K
22,0,0,45, <=50K
39,0,0,40, <=50K
19,0,0,20, <=50K
41,0,0,40, <=50K
43,0,0,40, <=50K
47,0,0,50, >50K
26,0,0,40, <=50K
64,3674,0,35, <=50K
38,7688,0,40, >50K
40,0,0,40, <=50K
29,0,0,40, <=50K
41,0,0,40, <=50K
33,0,0,40, <=50K
20,0,0,40, <=50K
35,0,2377,40, <=50K
51,0,1977,58, >50K
57,0,0,45, >50K
41,0,0,40, <=50K
59,0,1740,80, <=50K
39,15024,0,50, >50K
38,0,0,35, <=50K
56,0,0,60, <=50K
70,0,0,6, <=50K
38,0,0,40, <=50K
45,15024,0,99, >50K
33,0,0,40, <=50K
34,0,0,30, <=50K
20,0,0,35, <=50K
24,2580,0,40, <=50K
35,0,0,40, >50K
63,0,0,40, <=50K
46,0,0,45, <=50K
38,0,0,40, <=50K
20,0,0,25, <=50K
17,0,0,40, <=50K
56,0,0,35, <=50K
26,0,0,40, <=50K
45,0,0,40, <=50K
55,0,0,40, <=50K
40,0,0,40, >50K
33,0,0,25, >50K
37,0,0,40, <=50K
47,0,0,40, <=50K
42,0,0,40, <=50K
45,0,0,15, <=50K
67,0,0,40, <=50K
51,0,0,56, <=50K
61,3103,0,40, >50K
33,0,0,55, >50K
44,7298,0,48, >50K
26,0,0,43, <=50K
37,0,0,40, <=50K
34,0,0,40, <=50K
53,0,0,40, <=50K
49,0,0,40, <=50K
40,0,0,40, >50K
19,0,1602,20, <=50K
52,0,0,40, <=50K
36,0,0,40, >50K
30,0,0,60, >50K
34,0,0,37, <=50K
32,0,0,2, <=50K
29,0,0,40, <=50K
35,8614,0,45, >50K
43,3325,0,40, <=50K
26,0,0,25, <=50K
22,0,0,24, <=50K
29,0,0,45, >50K
67,0,0,40, <=50K
54,7688,0,60, >50K
25,0,0,40, <=50K
59,0,0,36, <=50K
42,0,0,40, >50K
28,0,0,50, <=50K
36,0,0,72, <=50K
75,0,0,32, <=50K
19,2176,0,35, <=50K
39,0,0,25, <=50K
36,0,0,52, >50K
27,0,0,40, <=50K
42,0,0,40, <=50K
46,0,0,40, <=50K
58,7688,0,40, >50K
43,0,0,40, >50K
28,0,0,50, <=50K
18,0,0,40, <=50K
21,0,0,35, <=50K
18,0,0,40, <=50K
31,0,0,56, <=50K
72,2346,0,40, <=50K
42,0,0,32, <=50K
35,0,0,40, <=50K
41,0,0,30, <=50K
29,0,1564,40, >50K
22,0,0,18, <=50K
44,0,0,40, <=50K
41,0,0,40, <=50K
32,0,0,40, <=50K
43,15024,0,45, >50K
30,0,0,40, <=50K
47,0,0,40, <=50K
23,0,0,40, <=50K
37,0,0,40, >50K
29,4386,0,45, >50K
35,0,0,50, >50K
34,0,0,65, <=50K
25,0,0,40, <=50K
81,0,0,45, <=50K
43,0,0,60, <=50K
43,0,0,60, >50K
58,15024,0,40, >50K
37,0,0,40, <=50K
22,0,0,40, <=50K
40,7688,0,66, >50K
42,0,0,65, <=50K
40,3464,0,20, <=50K
32,0,0,40, <=50K
73,0,0,20, <=50K
28,0,0,40, <=50K
72,2414,0,12, <=50K
51,0,2415,40, >50K
40,0,0,35, <=50K
64,0,0,40, <=50K
31,0,0,55, <=50K
27,0,0,40, <=50K
19,0,0,25, <=50K
35,0,1980,65, <=50K
36,0,0,40, <=50K
56,0,0,40, <=50K
30,0,0,40, <=50K
46,0,0,40, >50K
69,2964,0,40, <=50K
35,0,0,40, <=50K
32,0,0,36, <=50K
72,0,0,8, <=50K
24,0,0,40, <=50K
34,0,0,45, <=50K
32,0,0,40, <=50K
58,0,0,50, <=50K
34,0,0,20, >50K
29,0,0,20, <=50K
34,0,0,40, >50K
32,0,0,40, <=50K
39,0,0,99, <=50K
28,0,0,35, <=50K
17,2176,0,18, <=50K
25,0,0,40, <=50K
44,3325,0,40, <=50K
23,0,0,28, <=50K
55,0,0,40, <=50K
41,0,0,55, <=50K
61,0,0,40, <=50K
56,0,0,20, <=50K
34,0,0,70, <=50K
52,0,0,50, <=50K
27,0,0,40, <=50K
34,0,0,37, >50K
44,0,0,40, <=50K
29,3103,0,40, >50K
18,0,0,10, <=50K
27,0,0,40, <=50K
33,0,0,40, <=50K
59,0,0,36, >50K
35,0,0,40, <=50K
44,0,0,60, <=50K
22,0,0,50, <=50K
31,0,0,50, <=50K
56,0,0,32, <=50K
39,0,0,40, <=50K
66,0,0,40, <=50K
35,0,0,55, <=50K
44,0,0,40, <=50K
21,0,0,50, <=50K
27,0,0,40, <=50K
27,13550,0,40, >50K
19,0,0,20, <=50K
17,0,0,25, <=50K
31,0,0,50, >50K
45,0,0,40, <=50K
31,0,0,40, <=50K
22,0,0,35, <=50K
32,0,0,84, >50K
24,0,0,20, <=50K
24,0,0,40, <=50K
42,0,0,40, >50K
28,0,0,40, <=50K
27,0,0,60, <=50K
33,0,0,40, <=50K
43,0,0,55, <=50K
53,1471,0,40, <=50K
44,0,0,40, <=50K
42,0,0,35, <=50K
39,0,0,62, <=50K
37,0,0,55, >50K
32,0,0,40, <=50K
25,0,0,30, <=50K
52,0,0,40, <=50K
41,3674,0,42, <=50K
55,0,0,46, >50K
20,0,0,30, <=50K
43,10520,0,50, >50K
48,914,0,40, <=50K
32,0,0,32, <=50K
67,0,0,10, <=50K
23,0,0,40, <=50K
43,0,0,40, <=50K
61,0,0,40, <=50K
63,0,0,50, >50K
29,0,0,40, <=50K
30,0,0,40, <=50K
30,0,2001,42, <=50K
74,0,0,40, <=50K
50,0,0,40, >50K
24,0,0,50, <=50K
36,0,0,20, <=50K
55,0,0,33, <=50K
30,0,0,40, <=50K
25,0,0,40, <=50K
62,0,0,40, >50K
75,25124,0,20, >50K
30,0,2002,40, <=50K
21,0,0,48, <=50K
23,0,0,68, <=50K
33,0,0,45, <=50K
33,0,0,50, <=50K
25,0,0,40, <=50K
41,0,0,50, <=50K
51,0,0,40, <=50K
37,0,0,50, >50K
48,0,0,60, <=50K
27,5178,0,40, >50K
45,0,0,40, <=50K
77,20051,0,40, >50K
65,0,0,27, <=50K
37,0,0,32, <=50K
30,0,0,40, <=50K
45,0,0,38, <=50K
52,0,0,40, <=50K
23,0,0,15, <=50K
44,0,0,40, <=50K
20,0,0,20, <=50K
36,0,0,4, <=50K
32,0,0,40, <=50K
21,0,0,40, <=50K
28,0,0,30, <=50K
43,0,0,45, <=50K
50,0,0,40, <=50K
65,2290,0,40, <=50K
48,99999,0,80, >50K
36,0,0,50, >50K
30,0,0,60, <=50K
54,0,0,35, <=50K
23,0,0,40, <=50K
37,0,2002,40, <=50K
45,0,1564,40, >50K
36,0,0,25, <=50K
73,0,0,40, <=50K
34,0,0,40, >50K
33,0,0,40, <=50K
25,0,0,40, <=50K
42,0,0,70, <=50K
32,0,0,80, >50K
42,0,1887,48, >50K
33,0,0,50, >50K
57,0,0,60, >50K
39,0,0,30, <=50K
34,0,0,30, <=50K
34,0,0,40, <=50K
50,0,0,60, >50K
27,0,1848,55, >50K
38,0,0,65, <=50K
32,0,0,40, <=50K
60,0,0,40, <=50K
25,0,0,40, <=50K
30,0,0,40, <=50K
18,0,0,30, <=50K
67,99999,0,60, >50K
27,4386,0,40, >50K
63,4650,0,48, <=50K
68,0,0,70, <=50K
47,15024,0,45, >50K
31,0,0,40, <=50K
34,0,0,45, <=50K
28,0,0,40, <=50K
29,0,0,38, <=50K
39,0,0,42, <=50K
64,0,0,45, <=50K
43,0,0,40, >50K
53,0,0,65, >50K
38,0,0,40, >50K
56,4101,0,40, <=50K
19,0,0,40, <=50K
57,0,0,40, <=50K
47,0,0,40, <=50K
59,15024,0,80, >50K
26,0,0,40, <=50K
60,0,0,44, >50K
53,27828,0,40, >50K
22,0,0,35, <=50K
34,0,0,40, >50K
43,0,0,40, <=50K
43,0,0,40, >50K
30,0,0,40, <=50K
41,0,0,40, <=50K
18,0,0,25, <=50K
44,0,0,45, >50K
18,0,0,30, <=50K
32,0,0,40, <=50K
45,0,0,45, <=50K
29,0,0,40, <=50K
38,0,0,40, >50K
28,0,0,15, >50K
22,0,0,10, <=50K
