age,education-num,capital-gain,capital-loss,hours-per-week,class
50,9,0,1485,37, >50K
49,9,0,0,40, <=50K
21,10,0,0,40, <=50K
52,9,0,0,40, <=50K
32,10,0,0,40, <=50K
66,11,4931,0,98, <=50K
36,13,0,0,32, >50K
40,9,0,0,50, <=50K
30,11,0,0,30, <=50K
20,9,0,0,40, <=50K
22,10,0,0,35, <=50K
48,10,0,0,49, <=50K
22,9,0,0,38, <=50K
22,10,0,0,40, <=50K
51,9,0,0,40, <=50K
36,9,0,0,30, <=50K
19,9,0,0,40, <=50K
22,9,0,0,40, <=50K
47,11,0,0,45, <=50K
34,10,0,2057,35, <=50K
34,9,0,0,40, <=50K
24,13,0,0,20, <=50K
62,14,0,0,50, >50K
25,3,0,0,40, <=50K
45,9,0,0,56, >50K
42,11,0,0,40, <=50K
71,9,1731,0,5, <=50K
39,9,0,0,80, >50K
45,9,0,0,55, <=50K
67,9,0,0,21, <=50K
36,14,0,0,50, >50K
35,14,0,0,50, <=50K
39,9,0,0,60, <=50K
60,1,0,0,40, <=50K
32,9,0,0,40, <=50K
38,9,0,0,40, <=50K
27,10,0,0,40, <=50K
46,9,0,0,40, <=50K
53,9,0,0,40, >50K
38,9,0,0,40, <=50K
40,9,0,1485,40, >50K
25,13,0,0,15, <=50K
27,9,0,0,40, <=50K
71,7,0,0,40, <=50K
28,13,0,0,40, <=50K
58,9,0,0,40, >50K
57,6,0,0,60, >50K
35,9,3674,0,52, <=50K
35,12,0,0,40, >50K
55,11,0,0,40, >50K
56,5,0,0,40, <=50K
44,9,0,0,40, <=50K
23,13,0,0,35, <=50K
41,11,0,0,40, <=50K
51,2,0,0,40, <=50K
46,13,0,0,32, <=50K
45,9,0,0,40, <=50K
35,11,0,0,35, <=50K
53,12,0,0,80, >50K
33,3,0,0,40, <=50K
49,9,0,1876,35, <=50K
37,13,0,0,45, >50K
37,9,0,0,42, <=50K
57,9,0,0,20, <=50K
24,12,0,0,48, <=50K
32,9,0,0,60, <=50K
28,4,0,0,45, <=50K
33,12,0,0,45, <=50K
27,13,0,0,90, >50K
32,9,0,0,55, <=50K
33,6,0,0,40, <=50K
51,10,0,0,56, <=50K
46,9,0,0,56, >50K
65,13,99999,0,40, >50K
67,14,0,0,40, <=50K
60,13,0,0,40, >50K
30,9,0,0,48, <=50K
53,9,0,0,40, >50K
34,12,0,0,50, <=50K
26,10,0,0,55, <=50K
22,9,0,0,45, <=50K
39,12,0,0,40, >50K
46,14,99999,0,60, >50K
22,6,0,0,40, <=50K
25,6,0,0,40, <=50K
53,9,0,0,50, <=50K
35,13,0,0,38, <=50K
56,9,0,0,20, <=50K
47,4,0,0,55, >50K
47,9,0,0,44, <=50K
46,13,0,1977,60, >50K
34,13,0,0,40, <=50K
45,10,0,2415,40, >50K
22,13,0,0,50, <=50K
23,9,0,0,50, <=50K
33,13,0,0,60, <=50K
45,10,0,0,40, <=50K
26,9,0,1762,40, <=50K
20,10,0,0,40, <=50K
32,10,0,0,40, >50K
26,9,0,0,40, <=50K
35,9,0,0,60, <=50K
27,9,0,0,32, <=50K
73,4,0,0,18, <=50K
61,13,0,0,30, <=50K
52,9,0,1579,40, <=50K
34,10,0,0,40, <=50K
35,10,0,0,60, >50K
27,13,0,0,40, <=50K
51,13,0,0,50, >50K
47,10,0,0,60, >50K
58,10,3103,0,25, >50K
31,10,0,0,20, <=50K
39,13,7688,0,50, >50K
18,10,0,0,50, <=50K
27,10,0,0,40, <=50K
21,12,0,0,15, <=50K
45,9,15024,0,49, >50K
26,10,0,0,40, <=50K
18,8,0,0,12, <=50K
27,12,0,0,40, <=50K
53,9,0,0,72, >50K
47,6,0,0,40, <=50K
21,9,0,0,40, <=50K
32,9,0,0,40, <=50K
44,7,0,0,40, <=50K
62,13,5013,0,50, <=50K
34,9,0,0,40, <=50K
64,15,0,2559,60, >50K
36,9,0,0,40, <=50K
53,13,0,1887,65, >50K
61,6,0,0,18, <=50K
25,9,0,0,40, <=50K
41,9,0,0,48, <=50K
28,9,0,0,20, <=50K
22,9,0,1590,32, <=50K
34,10,0,0,40, <=50K
21,9,0,0,40, <=50K
52,9,0,0,45, >50K
53,9,0,0,40, <=50K
90,12,6097,0,45, >50K
24,11,0,0,40, <=50K
51,9,0,0,40, <=50K
30,13,2202,0,38, <=50K
47,10,0,1408,40, <=50K
90,15,20051,0,45, >50K
44,9,0,0,40, <=50K
43,10,0,0,40, >50K
18,9,0,0,30, <=50K
60,12,0,0,40, <=50K
33,14,0,0,35, <=50K
38,10,0,0,40, <=50K
48,10,0,0,60, <=50K
50,14,0,0,50, >50K
37,13,0,0,40, >50K
21,10,0,0,40, <=50K
46,13,0,1977,60, >50K
39,14,0,0,35, <=50K
26,11,0,0,28, <=50K
24,13,0,0,40, <=50K
35,10,0,0,50, <=50K
60,12,0,0,45, <=50K
48,7,0,0,22, <=50K
41,9,0,0,40, >50K
61,1,0,0,40, <=50K
33,5,0,0,40, <=50K
25,10,0,0,40, <=50K
23,10,0,0,40, <=50K
28,13,0,0,38, <=50K
40,10,0,0,40, <=50K
51,9,0,0,20, <=50K
38,10,0,0,40, <=50K
32,6,0,0,25, <=50K
55,10,0,0,40, <=50K
22,10,0,0,30, <=50K
37,13,4787,0,55, >50K
44,13,0,0,40, <=50K
24,10,0,0,40, <=50K
49,11,0,0,40, <=50K
35,10,0,0,40, >50K
56,10,5013,0,46, <=50K
62,13,0,0,40, >50K
19,10,0,0,40, <=50K
31,9,0,0,45, <=50K
21,10,0,0,30, <=50K
26,9,0,0,40, <=50K
53,15,0,0,40, >50K
37,14,0,0,40, <=50K
18,7,0,0,15, <=50K
41,10,0,0,40, <=50K
52,9,0,0,40, <=50K
50,9,0,0,40, <=50K
22,10,0,0,20, <=50K
38,9,0,0,40, <=50K
36,13,0,0,40, >50K
33,9,4386,0,48, >50K
40,9,0,0,55, <=50K
61,10,0,0,40, >50K
44,11,0,0,40, <=50K
41,9,0,0,55, <=50K
17,7,0,0,24, <=50K
42,10,0,0,52, <=50K
38,13,0,0,32, <=50K
34,14,0,0,43, >50K
33,9,0,0,40, <=50K
41,9,0,0,40, <=50K
31,10,0,0,40, <=50K
41,10,0,0,30, <=50K
53,13,0,0,42, <=50K
41,10,0,0,40, >50K
24,9,0,0,40, <=50K
37,1,0,0,40, <=50K
45,9,0,0,40, <=50K
62,9,0,0,60, <=50K
31,9,0,0,40, <=50K
55,9,0,0,40, >50K
36,13,0,2258,40, <=50K
22,13,0,0,50, <=50K
34,10,0,0,40, >50K
27,13,27828,0,40, >50K
36,10,0,0,40, <=50K
38,9,0,0,48, <=50K
48,13,914,0,40, <=50K
50,9,0,0,45, <=50K
36,10,0,0,50, >50K
45,9,5013,0,45, <=50K
33,12,0,0,40, <=50K
32,9,0,0,36, <=50K
47,9,0,0,40, <=50K
30,9,0,0,40, <=50K
40,14,0,1408,50, <=50K
19,10,0,0,18, <=50K
23,9,0,0,40, <=50K
54,15,0,0,40, <=50K
34,10,0,0,40, <=50K
47,10,7298,0,45, >50K
33,13,0,1977,38, >50K
68,2,0,0,40, <=50K
39,10,0,0,55, >50K
28,13,0,0,50, <=50K
63,9,0,0,60, <=50K
34,9,0,0,45, <=50K
53,9,7298,0,40, >50K
26,10,0,0,40, <=50K
57,14,7688,0,60, >50K
45,14,0,0,45, <=50K
41,10,0,0,50, <=50K
57,9,0,0,42, <=50K
53,10,0,0,60, <=50K
33,13,0,0,40, >50K
47,9,0,0,36, <=50K
37,6,0,0,40, <=50K
26,9,0,0,30, <=50K
39,14,0,0,45, >50K
48,13,0,0,40, >50K
65,12,0,0,40, <=50K
36,13,0,0,40, <=50K
30,9,0,0,30, <=50K
21,10,0,0,40, <=50K
55,10,0,0,40, >50K
62,10,0,0,40, <=50K
27,11,0,0,70, <=50K
35,10,0,0,37, <=50K
18,10,0,0,40, <=50K
18,6,0,0,40, <=50K
84,4,0,0,3, <=50K
78,9,0,0,24, <=50K
23,13,0,0,50, <=50K
35,9,0,0,40, <=50K
24,10,0,0,40, >50K
28,9,0,0,40, <=50K
33,10,15024,0,40, >50K
22,10,0,0,40, <=50K
80,9,0,0,15, <=50K
41,9,0,0,20, <=50K
27,14,0,0,40, >50K
45,13,0,0,40, >50K
52,13,99999,0,48, >50K
48,15,99999,0,40, >50K
17,6,0,0,4, <=50K
60,8,0,0,40, <=50K
76,9,7896,0,18, <=50K
22,10,0,0,30, <=50K
34,9,0,0,45, <=50K
49,9,0,2002,70, <=50K
39,4,0,0,40, <=50K
40,9,0,0,40, <=50K
38,10,0,0,40, <=50K
52,15,0,0,40, >50K
28,12,0,0,40, <=50K
26,10,0,0,40, <=50K
63,13,0,0,40, >50K
41,9,0,0,20, <=50K
41,10,0,0,50, >50K
59,9,0,1740,80, <=50K
31,12,0,0,40, <=50K
34,10,0,0,50, <=50K
40,5,5455,0,40, <=50K
29,13,0,0,40, <=50K
42,9,0,0,40, <=50K
35,9,0,0,40, <=50K
55,9,0,0,35, <=50K
77,16,0,0,40, <=50K
59,10,0,0,20, <=50K
47,13,0,0,43, >50K
56,9,0,0,40, <=50K
34,7,0,0,40, <=50K
61,9,0,0,40, <=50K
36,9,0,0,40, >50K
61,9,0,0,40, <=50K
25,9,0,0,40, <=50K
35,9,0,0,40, <=50K
56,9,0,0,40, <=50K
30,13,0,0,40, <=50K
53,7,0,2179,41, <=50K
49,4,0,0,40, <=50K
33,9,0,0,99, <=50K
27,16,0,0,80, <=50K
48,10,0,0,40, <=50K
42,9,0,0,40, >50K
27,12,0,0,50, <=50K
61,6,4416,0,38, <=50K
36,9,0,0,40, >50K
42,10,0,0,25, <=50K
20,6,0,0,40, <=50K
22,5,0,0,32, <=50K
34,4,0,0,48, <=50K
45,14,0,0,40, >50K
26,14,0,0,40, <=50K
38,13,7688,0,40, >50K
34,9,0,0,40, <=50K
40,13,0,0,55, >50K
30,14,0,0,40, >50K
27,15,0,0,40, <=50K
24,9,0,0,25, <=50K
46,15,0,1902,45, >50K
21,10,0,0,35, <=50K
42,14,0,0,45, <=50K
29,10,0,0,24, <=50K
28,11,0,0,48, <=50K
44,14,0,0,54, <=50K
39,12,0,0,50, >50K
42,13,0,0,40, >50K
49,6,0,0,40, <=50K
37,9,0,0,45, <=50K
65,9,0,0,40, <=50K
35,10,0,0,40, <=50K
23,10,0,0,35, <=50K
48,9,0,0,40, <=50K
19,7,0,0,25, <=50K
65,9,6418,0,45, >50K
18,9,0,0,20, <=50K
53,5,0,0,40, <=50K
27,9,0,0,40, <=50K
46,2,0,0,40, <=50K
49,10,0,0,35, <=50K
27,13,0,0,40, <=50K
25,13,2463,0,40, <=50K
49,10,0,0,40, >50K
78,10,0,0,5, <=50K
34,15,0,0,40, >50K
72,14,0,0,12, <=50K
55,9,0,0,50, >50K
21,9,0,0,40, <=50K
41,11,7298,0,40, >50K
30,9,0,0,40, <=50K
25,9,0,0,40, <=50K
32,9,0,0,53, <=50K
55,9,0,0,40, <=50K
47,14,0,0,60, >50K
43,9,0,0,50, >50K
51,10,0,0,40, <=50K
53,10,0,0,40, <=50K
18,9,0,0,15, <=50K
19,9,0,0,35, <=50K
43,13,0,0,43, >50K
48,16,0,0,45, >50K
23,9,0,0,40, <=50K
53,10,0,0,45, >50K
22,10,0,0,30, <=50K
34,14,0,0,45, <=50K
36,10,0,0,40, <=50K
27,12,0,0,40, <=50K
76,13,5556,0,13, >50K
35,10,0,0,40, <=50K
49,9,0,0,72, <=50K
18,7,0,0,50, <=50K
68,9,0,0,15, <=50K
22,13,0,0,15, <=50K
37,4,0,0,44, <=50K
23,13,0,0,55, <=50K
41,9,0,0,40, <=50K
18,7,0,0,20, <=50K
36,9,0,0,40, <=50K
44,10,0,0,40, >50K
26,9,0,0,40, <=50K
36,9,0,0,32, <=50K
49,10,0,0,40, <=50K
72,9,0,0,28, <=50K
22,12,0,0,12, <=50K
22,9,0,0,55, <=50K
23,13,594,0,40, <=50K
47,10,0,0,40, <=50K
46,3,0,0,40, <=50K
25,13,0,0,40, <=50K
42,10,0,0,40, <=50K
45,5,0,0,40, <=50K
28,13,0,0,55, >50K
63,13,0,0,35, <=50K
21,4,0,0,36, <=50K
46,9,0,0,40, <=50K
21,11,0,0,40, <=50K
37,9,0,0,70, >50K
17,7,0,0,20, <=50K
47,13,0,0,50, <=50K
51,9,0,0,40, <=50K
64,14,0,0,40, <=50K
30,9,0,0,40, <=50K
27,9,0,0,20, <=50K
21,9,0,0,40, <=50K
50,9,0,0,45, <=50K
43,10,0,0,20, <=50K
39,13,0,0,40, <=50K
20,10,0,0,30, <=50K
42,9,0,0,24, <=50K
25,10,0,0,30, <=50K
48,10,0,0,40, <=50K
17,6,594,0,5, <=50K
26,13,0,0,60, >50K
58,14,0,0,46, >50K
34,5,0,0,40, <=50K
29,9,0,0,40, <=50K
19,10,0,0,20, <=50K
27,13,0,0,40, <=50K
41,13,4416,0,40, <=50K
17,7,0,0,30, <=50K
24,9,0,0,40, <=50K
39,16,0,0,55, >50K
72,3,0,0,40, <=50K
52,9,0,0,40, >50K
30,12,0,0,53, <=50K
22,10,0,0,35, <=50K
27,10,0,0,45, <=50K
43,9,0,0,40, <=50K
45,12,0,0,40, <=50K
59,9,0,0,60, <=50K
23,10,0,0,40, >50K
55,11,0,0,42, <=50K
51,10,0,0,35, <=50K
54,13,0,0,43, <=50K
44,10,0,0,45, <=50K
41,12,0,0,45, >50K
24,9,0,0,42, <=50K
54,10,0,0,60, <=50K
38,10,0,0,40, <=50K
38,13,0,0,21, >50K
41,14,0,0,50, >50K
34,9,0,0,50, <=50K
59,9,0,0,40, <=50K
33,11,0,0,40, <=50K
69,9,1409,0,35, <=50K
25,9,0,0,40, <=50K
30,1,0,0,28, <=50K
41,9,4101,0,40, <=50K
49,9,0,0,60, <=50K
22,9,0,0,48, <=50K
39,10,0,0,15, <=50K
56,11,0,0,40, >50K
37,9,0,0,40, <=50K
18,10,0,0,15, <=50K
29,3,0,0,40, <=50K
41,9,0,0,40, <=50K
43,11,0,0,40, >50K
34,9,0,0,40, >50K
29,10,0,0,50, <=50K
43,14,0,0,50, >50K
49,9,0,0,40, <=50K
31,10,0,0,25, <=50K
35,13,0,0,50, >50K
36,9,0,0,40, <=50K
67,14,0,0,41, <=50K
36,16,0,0,40, <=50K
26,9,0,0,40, <=50K
51,12,0,0,40, <=50K
45,10,0,0,30, <=50K
37,9,0,0,40, >50K
49,11,0,0,9, >50K
29,13,0,0,40, <=50K
56,9,0,0,40, <=50K
42,13,0,0,40, <=50K
47,14,0,0,40, <=50K
35,10,0,0,40, >50K
33,13,0,0,40, <=50K
26,13,0,0,40, <=50K
19,10,0,0,35, <=50K
61,3,0,0,40, <=50K
31,7,0,0,40, <=50K
66,9,0,0,24, <=50K
21,10,0,0,40, <=50K
19,1,0,0,50, <=50K
35,9,0,0,55, <=50K
43,9,0,0,40, <=50K
29,9,0,0,35, <=50K
28,11,0,0,60, <=50K
24,10,0,0,45, <=50K
24,10,0,0,12, <=50K
46,12,0,0,40, <=50K
24,9,0,0,45, <=50K
24,14,0,0,60, <=50K
36,13,0,0,40, <=50K
22,10,0,0,55, <=50K
46,10,0,0,40, >50K
68,9,0,0,33, <=50K
33,9,0,0,45, <=50K
28,9,0,0,42, <=50K
46,9,0,0,38, <=50K
30,13,0,1848,50, >50K
50,13,0,0,20, <=50K
69,9,0,0,20, <=50K
63,9,0,0,40, <=50K
33,11,0,0,40, <=50K
22,9,0,0,40, <=50K
39,10,0,0,40, >50K
39,10,0,0,25, <=50K
29,10,0,0,50, <=50K
65,9,0,0,20, <=50K
23,3,0,0,35, <=50K
25,5,0,0,40, <=50K
61,7,0,0,27, <=50K
50,11,0,0,50, >50K
61,14,0,2246,50, >50K
54,13,99999,0,70, >50K
41,14,0,0,50, <=50K
38,10,0,0,40, <=50K
38,9,0,0,60, >50K
24,13,0,0,45, <=50K
23,9,0,0,40, <=50K
67,4,0,0,40, <=50K
49,10,5178,0,40, >50K
40,9,0,0,40, <=50K
36,9,0,0,40, <=50K
49,9,0,0,40, <=50K
43,8,0,0,25, <=50K
34,10,0,0,40, <=50K
38,9,2174,0,40, <=50K
35,9,0,0,45, <=50K
28,10,0,0,40, <=50K
36,9,4386,0,40, >50K
33,9,0,0,40, <=50K
46,13,0,0,40, >50K
51,9,0,0,45, <=50K
26,14,0,0,40, <=50K
27,9,0,0,40, <=50K
26,14,0,0,48, <=50K
59,14,7298,0,50, >50K
38,9,0,0,40, <=50K
64,4,0,0,40, <=50K
35,10,0,0,45, >50K
27,10,0,0,40, <=50K
24,9,0,0,65, <=50K
38,4,3781,0,78, <=50K
32,9,0,0,40, <=50K
37,12,0,0,60, >50K
37,9,0,0,40, >50K
28,9,0,0,40, >50K
35,16,0,0,55, <=50K
37,9,0,0,40, <=50K
47,13,0,0,40, <=50K
20,10,0,0,50, <=50K
31,14,0,1590,60, <=50K
18,7,0,0,30, <=50K
23,6,0,0,20, <=50K
53,9,0,0,40, <=50K
36,9,0,0,40, >50K
75,9,0,0,25, <=50K
54,9,0,0,56, <=50K
25,11,0,0,40, <=50K
47,9,0,0,48, <=50K
52,9,0,0,40, >50K
38,15,0,0,50, <=50K
45,15,99999,0,60, >50K
28,13,5013,0,20, <=50K
19,9,0,0,20, <=50K
41,15,0,0,46, >50K
18,7,0,0,16, <=50K
42,9,0,0,40, <=50K
30,9,0,0,40, <=50K
48,9,0,0,40, >50K
51,9,0,0,40, >50K
45,9,0,0,30, <=50K
24,14,0,0,40, <=50K
65,9,0,2246,40, >50K
61,9,0,0,60, <=50K
21,10,0,0,40, <=50K
41,10,0,0,30, <=50K
35,13,0,1876,45, <=50K
49,9,0,0,40, <=50K
19,10,0,0,15, <=50K
26,9,0,0,20, <=50K
22,9,0,0,20, <=50K
49,9,0,0,48, >50K
36,11,0,0,40, <=50K
18,10,0,0,40, <=50K
17,7,1055,0,20, <=50K
32,10,0,0,20, <=50K
43,9,0,0,44, >50K
29,9,0,0,40, <=50K
46,14,15024,0,50, >50K
65,8,0,0,10, <=50K
31,9,0,0,40, <=50K
24,9,0,0,40, <=50K
32,9,0,0,38, <=50K
25,9,0,0,40, <=50K
28,9,0,0,40, <=50K
51,14,4787,0,35, >50K
28,10,0,0,43, <=50K
33,9,0,0,32, <=50K
46,12,0,1977,50, >50K
70,4,0,0,8, <=50K
45,13,0,0,50, <=50K
28,10,0,0,44, <=50K
75,9,2964,0,14, <=50K
41,9,0,0,40, <=50K
48,10,0,0,40, >50K
31,9,0,0,35, <=50K
17,7,0,0,40, <=50K
64,9,0,0,20, <=50K
37,10,0,0,50, >50K
51,10,0,0,40, <=50K
51,14,0,1740,40, <=50K
57,14,0,0,40, >50K
29,11,0,0,40, <=50K
28,9,0,0,20, <=50K
26,13,3942,0,7, <=50K
33,14,0,0,45, <=50K
42,13,0,0,38, <=50K
30,13,0,1977,50, >50K
45,10,0,0,45, <=50K
20,9,0,0,28, <=50K
36,9,0,0,40, <=50K
64,13,5178,0,40, >50K
29,9,0,0,48, >50K
18,7,0,0,20, <=50K
45,9,0,0,60, <=50K
31,9,0,0,30, <=50K
66,6,0,0,25, <=50K
49,9,0,0,40, <=50K
45,11,0,0,40, <=50K
22,10,0,0,20, <=50K
29,9,0,0,20, <=50K
20,9,0,0,2, <=50K
22,9,0,0,48, <=50K
21,10,0,0,40, <=50K
46,9,0,0,40, <=50K
62,12,0,0,40, <=50K
41,14,0,0,40, <=50K
46,9,0,0,40, <=50K
41,9,0,0,40, <=50K
61,10,0,0,40, <=50K
64,14,0,0,45, >50K
18,9,0,0,40, <=50K
34,9,0,0,40, <=50K
36,10,0,0,40, <=50K
80,9,0,0,20, <=50K
24,5,0,0,40, <=50K
20,9,0,0,35, <=50K
64,10,2354,0,35, <=50K
21,9,0,0,70, <=50K
52,9,0,0,60, <=50K
31,6,0,0,40, <=50K
66,8,0,0,20, <=50K
50,9,0,0,40, <=50K
62,10,0,0,40, >50K
19,9,0,0,10, <=50K
49,4,0,0,50, <=50K
33,9,0,0,40, <=50K
38,9,0,0,40, >50K
20,10,0,1719,30, <=50K
31,9,0,0,55, >50K
41,10,0,0,45, >50K
22,9,0,0,50, <=50K
41,9,7688,0,42, >50K
39,13,7298,0,40, >50K
63,9,0,0,40, <=50K
25,9,0,0,47, <=50K
58,9,0,0,40, <=50K
26,13,0,0,20, <=50K
38,10,0,0,52, <=50K
35,10,0,0,40, >50K
43,13,7298,0,50, >50K
47,16,2354,0,45, <=50K
33,4,0,0,40, <=50K
21,3,0,0,32, <=50K
22,9,0,0,40, <=50K
25,13,0,0,45, <=50K
59,13,2202,0,37, <=50K
24,10,0,0,15, <=50K
42,9,7298,0,40, >50K
33,10,0,0,40, <=50K
25,13,0,0,35, <=50K
27,10,0,0,40, <=50K
36,14,0,0,60, >50K
40,12,0,0,40, >50K
27,13,0,0,40, <=50K
36,9,0,0,50, <=50K
36,7,0,0,40, <=50K
44,13,0,0,40, <=50K
48,9,0,0,25, <=50K
43,9,0,0,40, >50K
43,3,0,0,40, <=50K
41,13,0,1887,50, >50K
29,9,0,0,30, <=50K
31,9,0,0,30, <=50K
54,5,0,0,40, <=50K
36,12,0,0,36, <=50K
37,9,0,0,40, <=50K
27,9,0,0,40, <=50K
52,15,7298,0,50, >50K
40,10,0,2415,70, >50K
24,9,0,0,40, <=50K
49,5,5455,0,45, <=50K
22,10,0,0,30, <=50K
28,9,0,0,45, <=50K
61,9,0,0,34, <=50K
59,9,7688,0,40, >50K
31,10,0,0,40, <=50K
35,9,0,0,52, <=50K
37,10,0,0,40, <=50K
42,13,0,0,45, >50K
21,10,0,0,40, <=50K
40,9,0,0,40, <=50K
23,10,0,0,10, <=50K
37,14,0,0,50, >50K
38,9,0,0,40, <=50K
36,9,0,0,40, >50K
48,9,0,0,40, <=50K
42,10,0,0,40, >50K
30,9,0,0,35, <=50K
37,11,0,0,39, <=50K
29,14,0,0,55, >50K
47,13,0,0,45, <=50K
47,9,0,2002,42, <=50K
33,9,0,0,48, <=50K
24,12,0,1980,50, <=50K
68,9,0,0,12, <=50K
43,13,0,0,50, >50K
25,12,0,0,40, <=50K
27,9,0,0,40, <=50K
50,15,0,2415,60, >50K
19,10,0,0,60, <=50K
32,7,0,0,40, <=50K
30,9,0,0,40, <=50K
41,10,0,0,99, <=50K
21,10,0,0,40, <=50K
32,8,0,0,30, <=50K
47,13,0,0,45, <=50K
34,15,4787,0,47, >50K
47,13,0,0,60, >50K
31,6,0,0,99, <=50K
45,10,0,0,25, <=50K
40,10,0,0,38, <=50K
31,14,0,0,60, >50K
32,9,0,0,50, >50K
40,10,0,0,40, <=50K
37,3,0,2603,60, <=50K
31,15,0,0,50, <=50K
31,8,0,0,40, <=50K
18,7,0,1602,30, <=50K
61,9,0,0,40, <=50K
28,12,0,0,40, <=50K
47,9,0,0,50, >50K
55,9,0,0,60, <=50K
35,7,0,0,40, <=50K
31,9,0,0,40, <=50K
36,11,0,0,50, >50K
58,16,15024,0,32, >50K
33,13,0,0,50, <=50K
33,13,0,0,45, <=50K
30,8,0,0,44, <=50K
45,10,3325,0,60, <=50K
51,13,0,0,35, <=50K
44,3,0,0,40, <=50K
54,14,0,0,40, <=50K
42,13,0,0,50, <=50K
19,9,0,0,35, <=50K
31,10,0,0,40, <=50K
34,13,0,0,20, <=50K
27,9,0,0,50, <=50K
44,13,0,0,40, >50K
35,11,0,0,42, >50K
46,10,0,0,40, >50K
30,10,0,0,40, >50K
63,10,0,0,40, >50K
37,13,0,0,40, >50K
58,3,0,0,70, <=50K
48,13,0,1977,70, >50K
30,6,0,0,50, <=50K
45,9,0,0,40, >50K
63,13,0,0,50, <=50K
53,15,0,0,40, >50K
42,9,0,0,40, <=50K
31,13,0,0,40, >50K
32,14,0,0,40, <=50K
27,10,0,0,40, <=50K
60,9,0,1741,40, <=50K
24,9,0,0,40, <=50K
37,13,0,0,20, <=50K
34,9,0,0,32, <=50K
40,13,0,0,35, <=50K
19,10,0,0,40, <=50K
21,10,0,0,40, <=50K
36,9,3325,0,40, <=50K
46,13,0,0,40, <=50K
51,10,0,0,55, >50K
27,9,0,0,40, <=50K
50,10,7298,0,56, >50K
31,10,0,0,40, <=50K
34,9,0,0,40, <=50K
32,8,0,0,40, <=50K
41,10,0,0,12, <=50K
54,9,0,0,40, >50K
34,13,0,0,41, <=50K
28,13,0,0,50, <=50K
17,7,0,0,13, <=50K
22,7,0,0,40, <=50K
47,3,0,0,40, >50K
34,9,0,0,35, <=50K
45,11,2885,0,60, <=50K
58,9,0,0,40, <=50K
75,9,0,0,16, <=50K
18,7,0,0,15, <=50K
45,10,0,0,40, <=50K
32,9,0,0,40, <=50K
34,10,0,0,63, <=50K
34,10,0,0,66, <=50K
49,9,0,0,40, <=50K
18,6,0,0,40, <=50K
41,10,0,0,40, <=50K
41,9,0,0,45, <=50K
30,9,0,0,40, <=50K
17,7,0,0,20, <=50K
58,9,3411,0,80, <=50K
19,10,0,0,40, <=50K
35,9,0,0,50, <=50K
44,13,0,0,36, >50K
28,13,0,0,40, <=50K
42,10,0,0,40, <=50K
45,10,0,0,45, <=50K
25,9,0,0,40, <=50K
40,9,0,0,40, <=50K
20,10,0,0,20, <=50K
27,10,0,0,40, <=50K
59,8,0,0,48, <=50K
18,10,0,0,20, <=50K
27,9,3464,0,35, <=50K
47,9,0,0,70, <=50K
67,13,0,2392,24, >50K
33,5,0,0,44, <=50K
63,10,0,0,30, <=50K
40,14,0,0,40, <=50K
30,15,0,0,40, <=50K
28,10,0,1485,40, <=50K
28,4,0,0,40, <=50K
49,12,0,0,35, <=50K
20,10,0,0,25, <=50K
49,10,0,0,41, >50K
18,7,0,0,40, <=50K
28,9,0,0,40, <=50K
45,9,0,0,37, <=50K
57,5,0,0,38, <=50K
35,13,0,1977,65, >50K
66,9,0,0,16, <=50K
47,13,0,0,35, >50K
57,9,0,0,40, >50K
25,9,0,0,48, <=50K
35,10,0,0,40, <=50K
23,13,0,0,40, <=50K
29,10,0,0,40, <=50K
18,10,0,0,40, <=50K
23,10,0,0,40, <=50K
22,11,0,0,37, <=50K
30,9,0,2051,40, <=50K
26,12,0,0,40, >50K
52,9,0,0,40, >50K
30,9,0,0,38, <=50K
36,9,0,0,30, <=50K
34,9,0,0,40, <=50K
59,9,0,0,40, <=50K
26,13,0,0,10, <=50K
22,10,0,0,24, <=50K
47,9,0,0,45, <=50K
65,9,2538,0,50, <=50K
50,13,0,0,40, >50K
50,10,7298,0,40, >50K
29,9,0,0,50, >50K
58,9,0,0,20, <=50K
56,9,0,0,45, <=50K
22,9,0,0,60, <=50K
34,9,3411,0,80, <=50K
45,13,7298,0,40, >50K
30,9,2354,0,40, <=50K
40,10,0,0,45, >50K
52,9,0,0,20, <=50K
44,13,0,0,45, <=50K
44,9,0,0,20, <=50K
27,13,0,0,60, <=50K
24,9,0,0,44, <=50K
28,13,0,0,45, <=50K
40,13,0,0,72, >50K
67,10,0,0,40, >50K
49,13,0,0,40, >50K
36,10,0,0,40, <=50K
17,6,0,0,40, <=50K
51,9,99999,0,60, >50K
72,14,0,0,30, <=50K
21,9,0,0,20, <=50K
59,9,0,0,40, <=50K
32,13,0,0,40, <=50K
21,9,0,0,50, <=50K
29,9,0,0,40, <=50K
29,7,0,0,44, <=50K
59,9,0,0,40, >50K
23,10,0,0,55, <=50K
67,13,0,0,12, <=50K
26,9,0,0,38, <=50K
35,10,0,0,40, <=50K
41,10,0,0,40, <=50K
31,13,0,0,40, <=50K
29,13,0,0,40, <=50K
19,10,0,0,15, <=50K
23,13,0,0,40, <=50K
31,10,0,0,50, <=50K
80,4,0,0,35, <=50K
22,13,0,0,30, <=50K
67,13,0,1510,8, <=50K
46,13,0,0,40, <=50K
35,13,0,0,40, <=50K
